respID,qID,altID,obsID,profileID,price,trip_time,wait_time,shared_ride,human_present
13,3,3,99,52,3,30,9,no,yes
13,4,1,100,96,7,25,7,no,no
13,4,2,100,41,5,25,7,no,yes
13,4,3,100,40,3,25,7,no,yes
13,5,1,101,36,7,30,5,no,yes
13,5,2,101,25,3,30,9,yes,yes
13,5,3,101,58,3,25,5,yes,no
13,6,1,102,23,5,25,9,yes,yes
13,6,2,102,3,7,20,5,yes,yes
13,6,3,102,29,5,20,5,no,yes
13,7,1,103,69,7,25,7,yes,no
13,7,2,103,89,5,30,5,no,no
13,7,3,103,54,7,30,9,no,yes
13,8,1,104,79,3,30,9,yes,no
13,8,2,104,36,7,30,5,no,yes
13,8,3,104,89,5,30,5,no,no
14,1,1,105,10,3,20,7,yes,yes
14,1,2,105,11,5,20,7,yes,yes
14,1,3,105,21,7,20,9,yes,yes
14,2,1,106,34,3,30,5,no,yes
14,2,2,106,64,3,20,7,yes,no
14,2,3,106,42,7,25,7,no,yes
14,3,1,107,44,5,30,7,no,yes
14,3,2,107,23,5,25,9,yes,yes
14,3,3,107,47,5,20,9,no,yes
14,4,1,108,87,7,25,5,no,no
14,4,2,108,18,7,30,7,yes,yes
14,4,3,108,4,3,25,5,yes,yes
14,5,1,109,53,5,30,9,no,yes
14,5,2,109,28,3,20,5,no,yes
14,5,3,109,102,7,20,9,no,no
14,6,1,110,36,7,30,5,no,yes
14,6,2,110,24,7,25,9,yes,yes
14,6,3,110,78,7,25,9,yes,no
14,7,1,111,21,7,20,9,yes,yes
14,7,2,111,83,5,20,5,no,no
14,7,3,111,47,5,20,9,no,yes
14,8,1,112,98,5,30,7,no,no
14,8,2,112,76,3,25,9,yes,no
14,8,3,112,78,7,25,9,yes,no
15,1,1,113,29,5,20,5,no,yes
15,1,2,113,98,5,30,7,no,no
15,1,3,113,69,7,25,7,yes,no
15,2,1,114,93,7,20,7,no,no
15,2,2,114,91,3,20,7,no,no
15,2,3,114,51,7,25,9,no,yes
15,3,1,115,19,3,20,9,yes,yes
15,3,2,115,32,5,25,5,no,yes
15,3,3,115,101,5,20,9,no,no
15,4,1,116,49,3,25,9,no,yes
15,4,2,116,1,3,20,5,yes,yes
15,4,3,116,6,7,25,5,yes,yes
15,5,1,117,88,3,30,5,no,no
15,5,2,117,53,5,30,9,no,yes
15,5,3,117,5,5,25,5,yes,yes
15,6,1,118,83,5,20,5,no,no
15,6,2,118,23,5,25,9,yes,yes
15,6,3,118,3,7,20,5,yes,yes
15,7,1,119,71,5,30,7,yes,no
15,7,2,119,103,3,25,9,no,no
15,7,3,119,55,3,20,5,yes,no
15,8,1,120,9,7,30,5,yes,yes
15,8,2,120,57,7,20,5,yes,no
15,8,3,120,107,5,30,9,no,no
16,1,1,121,26,5,30,9,yes,yes
16,1,2,121,102,7,20,9,no,no
16,1,3,121,64,3,20,7,yes,no
16,2,1,122,34,3,30,5,no,yes
16,2,2,122,82,3,20,5,no,no
16,2,3,122,7,3,30,5,yes,yes
16,3,1,123,40,3,25,7,no,yes
16,3,2,123,14,5,25,7,yes,yes
16,3,3,123,79,3,30,9,yes,no
16,4,1,124,62,5,30,5,yes,no
16,4,2,124,39,7,20,7,no,yes
16,4,3,124,12,7,20,7,yes,yes
16,5,1,125,52,3,30,9,no,yes
16,5,2,125,91,3,20,7,no,no
16,5,3,125,58,3,25,5,yes,no
16,6,1,126,34,3,30,5,no,yes
16,6,2,126,18,7,30,7,yes,yes
16,6,3,126,60,7,25,5,yes,no
16,7,1,127,3,7,20,5,yes,yes
16,7,2,127,63,7,30,5,yes,no
16,7,3,127,12,7,20,7,yes,yes
16,8,1,128,108,7,30,9,no,no
16,8,2,128,63,7,30,5,yes,no
16,8,3,128,9,7,30,5,yes,yes
17,1,1,129,91,3,20,7,no,no
17,1,2,129,18,7,30,7,yes,yes
17,1,3,129,69,7,25,7,yes,no
17,2,1,130,8,5,30,5,yes,yes
17,2,2,130,2,5,20,5,yes,yes
17,2,3,130,105,7,25,9,no,no
17,3,1,131,12,7,20,7,yes,yes
17,3,2,131,61,3,30,5,yes,no
17,3,3,131,13,3,25,7,yes,yes
17,4,1,132,71,5,30,7,yes,no
17,4,2,132,85,3,25,5,no,no
17,4,3,132,64,3,20,7,yes,no
17,5,1,133,89,5,30,5,no,no
17,5,2,133,46,3,20,9,no,yes
17,5,3,133,87,7,25,5,no,no
17,6,1,134,61,3,30,5,yes,no
17,6,2,134,106,3,30,9,no,no
17,6,3,134,13,3,25,7,yes,yes
17,7,1,135,25,3,30,9,yes,yes
17,7,2,135,50,5,25,9,no,yes
17,7,3,135,76,3,25,9,yes,no
17,8,1,136,99,7,30,7,no,no
17,8,2,136,47,5,20,9,no,yes
17,8,3,136,17,5,30,7,yes,yes
18,1,1,137,51,7,25,9,no,yes
18,1,2,137,55,3,20,5,yes,no
18,1,3,137,86,5,25,5,no,no
18,2,1,138,41,5,25,7,no,yes
18,2,2,138,40,3,25,7,no,yes
18,2,3,138,11,5,20,7,yes,yes
18,3,1,139,89,5,30,5,no,no
18,3,2,139,74,5,20,9,yes,no
18,3,3,139,72,7,30,7,yes,no
18,4,1,140,19,3,20,9,yes,yes
18,4,2,140,3,7,20,5,yes,yes
18,4,3,140,25,3,30,9,yes,yes
18,5,1,141,90,7,30,5,no,no
18,5,2,141,7,3,30,5,yes,yes
18,5,3,141,97,3,30,7,no,no
18,6,1,142,10,3,20,7,yes,yes
18,6,2,142,81,7,30,9,yes,no
18,6,3,142,20,5,20,9,yes,yes
18,7,1,143,105,7,25,9,no,no
18,7,2,143,32,5,25,5,no,yes
18,7,3,143,35,5,30,5,no,yes
18,8,1,144,80,5,30,9,yes,no
18,8,2,144,63,7,30,5,yes,no
18,8,3,144,92,5,20,7,no,no
19,1,1,145,71,5,30,7,yes,no
19,1,2,145,14,5,25,7,yes,yes
19,1,3,145,20,5,20,9,yes,yes
19,2,1,146,4,3,25,5,yes,yes
19,2,2,146,65,5,20,7,yes,no
19,2,3,146,81,7,30,9,yes,no
19,3,1,147,14,5,25,7,yes,yes
19,3,2,147,71,5,30,7,yes,no
19,3,3,147,52,3,30,9,no,yes
19,4,1,148,6,7,25,5,yes,yes
19,4,2,148,64,3,20,7,yes,no
19,4,3,148,104,5,25,9,no,no
19,5,1,149,86,5,25,5,no,no
19,5,2,149,85,3,25,5,no,no
19,5,3,149,35,5,30,5,no,yes
19,6,1,150,85,3,25,5,no,no
19,6,2,150,76,3,25,9,yes,no
19,6,3,150,95,5,25,7,no,no
19,7,1,151,33,7,25,5,no,yes
19,7,2,151,39,7,20,7,no,yes
19,7,3,151,14,5,25,7,yes,yes
19,8,1,152,68,5,25,7,yes,no
19,8,2,152,105,7,25,9,no,no
19,8,3,152,81,7,30,9,yes,no
20,1,1,153,75,7,20,9,yes,no
20,1,2,153,97,3,30,7,no,no
20,1,3,153,33,7,25,5,no,yes
20,2,1,154,101,5,20,9,no,no
20,2,2,154,106,3,30,9,no,no
20,2,3,154,90,7,30,5,no,no
20,3,1,155,38,5,20,7,no,yes
20,3,2,155,29,5,20,5,no,yes
20,3,3,155,105,7,25,9,no,no
20,4,1,156,6,7,25,5,yes,yes
20,4,2,156,86,5,25,5,no,no
20,4,3,156,98,5,30,7,no,no
20,5,1,157,71,5,30,7,yes,no
20,5,2,157,47,5,20,9,no,yes
20,5,3,157,4,3,25,5,yes,yes
20,6,1,158,80,5,30,9,yes,no
20,6,2,158,62,5,30,5,yes,no
20,6,3,158,64,3,20,7,yes,no
20,7,1,159,28,3,20,5,no,yes
20,7,2,159,45,7,30,7,no,yes
20,7,3,159,60,7,25,5,yes,no
20,8,1,160,1,3,20,5,yes,yes
20,8,2,160,102,7,20,9,no,no
20,8,3,160,37,3,20,7,no,yes
21,1,1,161,25,3,30,9,yes,yes
21,1,2,161,20,5,20,9,yes,yes
21,1,3,161,105,7,25,9,no,no
21,2,1,162,56,5,20,5,yes,no
21,2,2,162,52,3,30,9,no,yes
21,2,3,162,67,3,25,7,yes,no
21,3,1,163,47,5,20,9,no,yes
21,3,2,163,70,3,30,7,yes,no
21,3,3,163,92,5,20,7,no,no
21,4,1,164,8,5,30,5,yes,yes
21,4,2,164,101,5,20,9,no,no
21,4,3,164,18,7,30,7,yes,yes
21,5,1,165,92,5,20,7,no,no
21,5,2,165,85,3,25,5,no,no
21,5,3,165,35,5,30,5,no,yes
21,6,1,166,44,5,30,7,no,yes
21,6,2,166,2,5,20,5,yes,yes
21,6,3,166,13,3,25,7,yes,yes
21,7,1,167,83,5,20,5,no,no
21,7,2,167,79,3,30,9,yes,no
21,7,3,167,31,3,25,5,no,yes
21,8,1,168,34,3,30,5,no,yes
21,8,2,168,60,7,25,5,yes,no
21,8,3,168,24,7,25,9,yes,yes
22,1,1,169,81,7,30,9,yes,no
22,1,2,169,80,5,30,9,yes,no
22,1,3,169,16,3,30,7,yes,yes
22,2,1,170,20,5,20,9,yes,yes
22,2,2,170,32,5,25,5,no,yes
22,2,3,170,39,7,20,7,no,yes
22,3,1,171,51,7,25,9,no,yes
22,3,2,171,19,3,20,9,yes,yes
22,3,3,171,65,5,20,7,yes,no
22,4,1,172,46,3,20,9,no,yes
22,4,2,172,102,7,20,9,no,no
22,4,3,172,90,7,30,5,no,no
22,5,1,173,8,5,30,5,yes,yes
22,5,2,173,36,7,30,5,no,yes
22,5,3,173,60,7,25,5,yes,no
22,6,1,174,66,7,20,7,yes,no
22,6,2,174,98,5,30,7,no,no
22,6,3,174,10,3,20,7,yes,yes
22,7,1,175,18,7,30,7,yes,yes
22,7,2,175,13,3,25,7,yes,yes
22,7,3,175,17,5,30,7,yes,yes
22,8,1,176,67,3,25,7,yes,no
22,8,2,176,103,3,25,9,no,no
22,8,3,176,72,7,30,7,yes,no
23,1,1,177,22,3,25,9,yes,yes
23,1,2,177,24,7,25,9,yes,yes
23,1,3,177,65,5,20,7,yes,no
23,2,1,178,55,3,20,5,yes,no
23,2,2,178,98,5,30,7,no,no
23,2,3,178,87,7,25,5,no,no
23,3,1,179,71,5,30,7,yes,no
23,3,2,179,83,5,20,5,no,no
23,3,3,179,97,3,30,7,no,no
23,4,1,180,57,7,20,5,yes,no
23,4,2,180,8,5,30,5,yes,yes
23,4,3,180,77,5,25,9,yes,no
23,5,1,181,1,3,20,5,yes,yes
23,5,2,181,21,7,20,9,yes,yes
23,5,3,181,27,7,30,9,yes,yes
23,6,1,182,18,7,30,7,yes,yes
23,6,2,182,49,3,25,9,no,yes
23,6,3,182,85,3,25,5,no,no
23,7,1,183,60,7,25,5,yes,no
23,7,2,183,108,7,30,9,no,no
23,7,3,183,50,5,25,9,no,yes
23,8,1,184,26,5,30,9,yes,yes
23,8,2,184,78,7,25,9,yes,no
23,8,3,184,67,3,25,7,yes,no
24,1,1,185,26,5,30,9,yes,yes
24,1,2,185,73,3,20,9,yes,no
24,1,3,185,8,5,30,5,yes,yes
24,2,1,186,21,7,20,9,yes,yes
24,2,2,186,85,3,25,5,no,no
24,2,3,186,62,5,30,5,yes,no
24,3,1,187,86,5,25,5,no,no
24,3,2,187,53,5,30,9,no,yes
24,3,3,187,42,7,25,7,no,yes
24,4,1,188,108,7,30,9,no,no
24,4,2,188,49,3,25,9,no,yes
24,4,3,188,94,3,25,7,no,no
24,5,1,189,31,3,25,5,no,yes
24,5,2,189,24,7,25,9,yes,yes
24,5,3,189,26,5,30,9,yes,yes
24,6,1,190,96,7,25,7,no,no
24,6,2,190,19,3,20,9,yes,yes
24,6,3,190,60,7,25,5,yes,no
24,7,1,191,15,7,25,7,yes,yes
24,7,2,191,37,3,20,7,no,yes
24,7,3,191,4,3,25,5,yes,yes
24,8,1,192,89,5,30,5,no,no
24,8,2,192,35,5,30,5,no,yes
24,8,3,192,82,3,20,5,no,no
25,1,1,193,11,5,20,7,yes,yes
25,1,2,193,77,5,25,9,yes,no
25,1,3,193,108,7,30,9,no,no
25,2,1,194,7,3,30,5,yes,yes
25,2,2,194,89,5,30,5,no,no
25,2,3,194,30,7,20,5,no,yes
25,3,1,195,89,5,30,5,no,no
25,3,2,195,30,7,20,5,no,yes
25,3,3,195,29,5,20,5,no,yes
25,4,1,196,64,3,20,7,yes,no
25,4,2,196,99,7,30,7,no,no
25,4,3,196,93,7,20,7,no,no
25,5,1,197,12,7,20,7,yes,yes
25,5,2,197,82,3,20,5,no,no
25,5,3,197,62,5,30,5,yes,no
25,6,1,198,39,7,20,7,no,yes
25,6,2,198,18,7,30,7,yes,yes
25,6,3,198,107,5,30,9,no,no
25,7,1,199,48,7,20,9,no,yes
25,7,2,199,71,5,30,7,yes,no
25,7,3,199,77,5,25,9,yes,no
25,8,1,200,83,5,20,5,no,no
25,8,2,200,14,5,25,7,yes,yes
25,8,3,200,82,3,20,5,no,no
26,1,1,201,100,3,20,9,no,no
26,1,2,201,77,5,25,9,yes,no
26,1,3,201,98,5,30,7,no,no
26,2,1,202,27,7,30,9,yes,yes
26,2,2,202,19,3,20,9,yes,yes
26,2,3,202,34,3,30,5,no,yes
26,3,1,203,13,3,25,7,yes,yes
26,3,2,203,61,3,30,5,yes,no
26,3,3,203,67,3,25,7,yes,no
26,4,1,204,97,3,30,7,no,no
26,4,2,204,96,7,25,7,no,no
26,4,3,204,11,5,20,7,yes,yes
26,5,1,205,58,3,25,5,yes,no
26,5,2,205,2,5,20,5,yes,yes
26,5,3,205,25,3,30,9,yes,yes
26,6,1,206,24,7,25,9,yes,yes
26,6,2,206,103,3,25,9,no,no
26,6,3,206,8,5,30,5,yes,yes
26,7,1,207,85,3,25,5,no,no
26,7,2,207,39,7,20,7,no,yes
26,7,3,207,83,5,20,5,no,no
26,8,1,208,89,5,30,5,no,no
26,8,2,208,10,3,20,7,yes,yes
26,8,3,208,99,7,30,7,no,no
27,1,1,209,91,3,20,7,no,no
27,1,2,209,38,5,20,7,no,yes
27,1,3,209,107,5,30,9,no,no
27,2,1,210,20,5,20,9,yes,yes
27,2,2,210,32,5,25,5,no,yes
27,2,3,210,79,3,30,9,yes,no
27,3,1,211,47,5,20,9,no,yes
27,3,2,211,11,5,20,7,yes,yes
27,3,3,211,78,7,25,9,yes,no
27,4,1,212,26,5,30,9,yes,yes
27,4,2,212,22,3,25,9,yes,yes
27,4,3,212,99,7,30,7,no,no
27,5,1,213,4,3,25,5,yes,yes
27,5,2,213,58,3,25,5,yes,no
27,5,3,213,69,7,25,7,yes,no
27,6,1,214,22,3,25,9,yes,yes
27,6,2,214,53,5,30,9,no,yes
27,6,3,214,51,7,25,9,no,yes
27,7,1,215,10,3,20,7,yes,yes
27,7,2,215,70,3,30,7,yes,no
27,7,3,215,69,7,25,7,yes,no
27,8,1,216,55,3,20,5,yes,no
27,8,2,216,4,3,25,5,yes,yes
27,8,3,216,105,7,25,9,no,no
28,1,1,217,50,5,25,9,no,yes
28,1,2,217,48,7,20,9,no,yes
28,1,3,217,95,5,25,7,no,no
28,2,1,218,13,3,25,7,yes,yes
28,2,2,218,97,3,30,7,no,no
28,2,3,218,1,3,20,5,yes,yes
28,3,1,219,50,5,25,9,no,yes
28,3,2,219,106,3,30,9,no,no
28,3,3,219,13,3,25,7,yes,yes
28,4,1,220,105,7,25,9,no,no
28,4,2,220,52,3,30,9,no,yes
28,4,3,220,10,3,20,7,yes,yes
28,5,1,221,74,5,20,9,yes,no
28,5,2,221,41,5,25,7,no,yes
